都道府県,Prefecture,センター名,Center Name,"Phone number
電話番号","Supported Languages
対応言語","Open Hours
対応時間","Postal code
郵便番号","Address
住所","Homepage
ホームページ","Comments
コメント"
岐阜県,Gifu,西濃保健所,Seinou Hokenjo,0584-73-1111,Japanese,Weekdays 8:30-17:15,504-0839,各務原市那加不動丘1-1,https://www.pref.gifu.lg.jp/kinkyu-juyo-joho/shingata_corona.data/kikokusya_sessyokusyasoudan_2_6.pdf,
岐阜県,Gifu,関保健所,Seki Hokenjo,0575-33-4011,Japanese,Weekdays 8:30-17:15,504-0840,各務原市那加不動丘1-1,https://www.pref.gifu.lg.jp/kinkyu-juyo-joho/shingata_corona.data/kikokusya_sessyokusyasoudan_2_6.pdf,
岐阜県,Gifu,可茂保健所,Kamo Hokenjo,0574-25-3111,Japanese,Weekdays 8:30-17:15,504-0841,各務原市那加不動丘1-1,https://www.pref.gifu.lg.jp/kinkyu-juyo-joho/shingata_corona.data/kikokusya_sessyokusyasoudan_2_6.pdf,
岐阜県,Gifu,東濃保健所,Tounou Hokenjo,0572-23-1111,Japanese,Weekdays 8:30-17:15,504-0842,各務原市那加不動丘1-1,https://www.pref.gifu.lg.jp/kinkyu-juyo-joho/shingata_corona.data/kikokusya_sessyokusyasoudan_2_6.pdf,
岐阜県,Gifu,恵那保健所,Ena Hokenjo,0573-26-1111,Japanese,Weekdays 8:30-17:15,504-0843,各務原市那加不動丘1-1,https://www.pref.gifu.lg.jp/kinkyu-juyo-joho/shingata_corona.data/kikokusya_sessyokusyasoudan_2_6.pdf,
岐阜県,Gifu,飛騨保健所,Hida Hokenjo,0577-33-1111,Japanese,Weekdays 8:30-17:15,504-0844,各務原市那加不動丘1-1,https://www.pref.gifu.lg.jp/kinkyu-juyo-joho/shingata_corona.data/kikokusya_sessyokusyasoudan_2_6.pdf,
岐阜県,Gifu,岐阜市保健所地域保健課,Gifu Shi Hokenjo Chiiki Hoken Ka,058-252-7191,Japanese,Weekdays 8:30-17:15,504-0845,各務原市那加不動丘1-1,https://www.pref.gifu.lg.jp/kinkyu-juyo-joho/shingata_corona.data/kikokusya_sessyokusyasoudan_2_6.pdf,
静岡県,Shizuoka,静岡市保健所,Shizuoka Shi Hokenjo,054-249-2221,Japanese,Every day 24 hours,420-8601,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,賀茂保健所,Kamo Hokenjo,0558-24-2052,Japanese,Weekdays 8:30-17:15,420-8602,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,賀茂保健所,Kamo Hokenjo,090-3309-6707,Japanese,"Weekdays 17:15-8:30
Weekends, Holidays",420-8603,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,熱海保健所,Atami Hokenjo,0557-82-9125,Japanese,Weekdays 8:30-17:15,420-8604,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,熱海保健所,Atami Hokenjo,090-3309-6707,Japanese,"Weekdays 17:15-8:30
Weekends, Holidays",420-8605,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,東部保健所,Toubu Hokenjo,055-920-2082,Japanese,Weekdays 8:30-17:15,420-8606,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,東部保健所,Toubu Hokenjo,090-3309-6707,Japanese,"Weekdays 17:15-8:30
Weekends, Holidays",420-8607,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,御殿場保健所,Gotenba Hokenjo,0550-82-1224,Japanese,Weekdays 8:30-17:15,420-8608,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,御殿場保健所,Gotenba Hokenjo,090-3309-6707,Japanese,"Weekdays 17:15-8:30
Weekends, Holidays",420-8609,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,富士保健所,Fuji Hokenjo,0545-65-2156,Japanese,Weekdays 8:30-17:15,420-8610,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,富士保健所,Fuji Hokenjo,090-3309-6707,Japanese,"Weekdays 17:15-8:30
Weekends, Holidays",420-8611,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,中部保健所,Chuubu Hokenjo,054-625-7084,Japanese,Weekdays 8:30-17:15,420-8612,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,中部保健所,Chuubu Hokenjo,090-3309-6707,Japanese,"Weekdays 17:15-8:30
Weekends, Holidays",420-8613,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,西部保健所,Seibu Hokenjo,0538-37-2255,Japanese,Weekdays 8:30-17:15,420-8614,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,西部保健所,Seibu Hokenjo,090-3309-6707,Japanese,"Weekdays 17:15-8:30
Weekends, Holidays",420-8615,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
静岡県,Shizuoka,浜松市保健所,Hamamatsu Shi Hokenjo,053-453-6118,Japanese,Every day 24 hours,420-8616,静岡県静岡市葵区追手町9番6号,http://www.pref.shizuoka.jp/kousei/ko-420a/kansen/new-cov.html,
愛知県,Aichi,一宮保健所,Ichinomiya Hokenjo,0586-72-1699,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8502,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,瀬戸保健所,Seto Hokenjo,0561-21-1699,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8503,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,春日井保健所,Kasugai Hokenjo,0568-31-2189,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8504,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,江南保健所,Kounan Hokenjo,0587-55-1699,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8505,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,清須保健所,Kiyosu Hokenjo,052-400-2499,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8506,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,津島保健所,Tsushima Hokenjo,0567-24-6999,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8507,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,半田保健所,Handa Hokenjo,0569-21-3342,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8508,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,知多保健所,Chita Hokenjo,0562-32-1699,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8509,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,衣浦東部保健所,Kinuura Toubu Hokenjo,0566-22-1699,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8510,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,西尾保健所,Nishio Hokenjo,0563-54-1299,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8511,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,新城保健所,Shinjou Hokenjo,0536-23-5999,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8512,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,豊川保健所,Toyokawa Hokenjo,0533-86-3177,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8513,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,千種保健センター,Chikusa Hoken Senta-,052-753-1982,Japanese,Weekdays 9:00-17:30,460-8501,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,東保健センター,Higashi Hoken Senta-,052-934-1218,Japanese,Weekdays 9:00-17:30,460-8514,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,北保健センター,Kita Hoken Senta-,052-917-6552,Japanese,Weekdays 9:00-17:30,460-8515,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,西保健センター,Nishi Hoken Senta-,052-523-4618,Japanese,Weekdays 9:00-17:30,460-8516,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,中村保健センター,Nakamura Hoken Senta-,052-481-2295,Japanese,Weekdays 9:00-17:30,460-8517,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,中保健センター,Naka Hoken Senta-,052-265-2262,Japanese,Weekdays 9:00-17:30,460-8518,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,中保健センター,Naka Hoken Senta-,052-241-3612,Japanese,"Weekends, Holidays 17:15-8:30",460-8519,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,昭和保健センター,Shouwa Hoken Senta-,052-735-3964,Japanese,Weekdays 9:00-17:30,460-8519,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,瑞穂保健センター,Mizuho Hoken Senta-,052-837-3264,Japanese,Weekdays 9:00-17:30,460-8520,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,熱田保健センター,Atsuta Hoken Senta-,052-683-9683,Japanese,Weekdays 9:00-17:30,460-8521,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,中川保健センター,Nakagawa Hoken Senta-,052-363-4463,Japanese,Weekdays 9:00-17:30,460-8522,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,港保健センター,Minato Hoken Senta-,052-651-6537,Japanese,Weekdays 9:00-17:30,460-8523,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,南保健センター,Minami Hoken Senta-,052-614-2814,Japanese,Weekdays 9:00-17:30,460-8524,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,守山保健センター,Moriyama Hoken Senta-,052-796-4623,Japanese,Weekdays 9:00-17:30,460-8525,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,緑保健センター,Midori Hoken Senta-,052-891-3623,Japanese,Weekdays 9:00-17:30,460-8526,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,名東保健センター,Meitou Hoken Senta-,052-778-3114,Japanese,Weekdays 9:00-17:30,460-8527,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,天白保健センター,Tenpaku Hoken Senta-,052-807-3912,Japanese,Weekdays 9:00-17:30,460-8528,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,中保健センター,Naka Hoken Senta-,052-241-3612,Japanese,Weekdays 9:00-17:30,460-8529,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,豊橋市保健所,Toyohashi Shi Hokenjo,0532-39-9104,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8530,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,岡崎市保健所,Okazaki Shi Hokenjo,0564-23-5074,Japanese,"Weekdays 9:00-17:00
Emergencies only after hours",460-8531,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,豊田市保健所,Toyota Shi Hokenjo,0565-34-6586,Japanese,Weekdays 9:00-17:00,460-8532,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
愛知県,Aichi,豊田市保健所,Toyota Shi Hokenjo,0565-31-1212,Japanese,"Weekdays 17:00-9:00
Weekends, Holidays 24 hours",460-8533,名古屋市中区三の丸三丁目1番2号,https://www.pref.aichi.jp/site/covid19-aichi/soudan.html#kikokusya,
三重県,Mie,桑名保健所,Kuwana Hokenjo,0594-24-3625,Japanese,Every day 9:00-21:00,514-8570,津市広明町13番地,http://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000066.htm,
三重県,Mie,鈴鹿保健所,Suzuka Hokenjo,059-382-8672,Japanese,Every day 9:00-21:00,514-8570,津市広明町13番地,http://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000066.htm,
三重県,Mie,津保健所,Tsu Hokenjo,059-223-5184,Japanese,Every day 9:00-21:00,514-8570,津市広明町13番地,http://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000066.htm,
三重県,Mie,松阪保健所,Matsusaka Hokenjo,0598-50-0531,Japanese,Every day 9:00-21:00,514-8570,津市広明町13番地,http://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000066.htm,
三重県,Mie,伊勢保健所,Ise Hokenjo,0596-27-5137,Japanese,Every day 9:00-21:00,514-8570,津市広明町13番地,http://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000066.htm,
三重県,Mie,伊賀保健所,Iga Hokenjo,0595-24-8070,Japanese,Every day 9:00-21:00,514-8570,津市広明町13番地,http://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000066.htm,
三重県,Mie,尾鷲保健所,Owase Hokenjo,0597-23-3428,Japanese,Every day 9:00-21:00,514-8570,津市広明町13番地,http://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000066.htm,
三重県,Mie,熊野保健所,Kumano Hokenjo,0597-89-6115,Japanese,Every day 9:00-21:00,514-8570,津市広明町13番地,http://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000066.htm,
三重県,Mie,四日市市保健所,Yokkaichi Shi Hokenjo,059-352-0594,Japanese,Every day 9:00-21:00,514-8570,津市広明町13番地,http://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000066.htm,
三重県,Mie,三重県救急医療情報センター,Mie Ken Kyuukyuu Iryou Jouhou Senta-,059-229-1199,Japanese,Every day 21:00-9:00,514-8570,津市広明町13番地,http://www.pref.mie.lg.jp/YAKUMUS/HP/m0068000066.htm,
滋賀県,Shiga,滋賀県健康医療福祉部薬務感染症対策課,Shiga Ken Kenkou Iryou Fukushi Bu Yaku Tsutomu Kansen Shou Taisaku Ka,080-2470-8042,Japanese,Every day 24 hours,520-8577,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,草津保健所,Kusatsu Hokenjo,080-2522-3054,Japanese,Weekdays 8:30-17:15,520-8578,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,甲賀保健所,Kouga Hokenjo,080-8527-5165,Japanese,Weekdays 8:30-17:15,520-8579,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,東近江保健所,Higashi Ohmi Hokenjo,080-8318-0938,Japanese,Weekdays 8:30-17:15,520-8580,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,彦根保健所,Hikone Hokenjo,080-2470-8465,Japanese,Weekdays 8:30-17:15,520-8581,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,長浜保健所,Nagahama Hokenjo,080-2525-6322,Japanese,Weekdays 8:30-17:15,520-8582,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,高島保健所,Takashima Hokenjo,080-2522-7183,Japanese,Weekdays 8:30-17:15,520-8583,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,大津市保健所,Ootsu Shi Hokenjo,077-526-5411,Japanese,Every day 8:40-20:00,520-8584,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
滋賀県,Shiga,大津市保健所,Ootsu Shi Hokenjo,080-2409-1856,Japanese,Every day 20:00-8:40,520-8585,滋賀県大津市京町四丁目1番1号,https://www.pref.shiga.lg.jp/ippan/kenkouiryouhukushi/yakuzi/310356.html,
京都府,Kyoto,専用相談窓口,Senyou Soudan Madoguchi,075-414-4726,Japanese,Every day 24 hours,602-8570,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,乙訓保健所,Otokuni Hokenjo,075-933-1153,Japanese,Weekdays 8:30-17:15,602-8571,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,山城北保健所,Yamashiro Kita Hokenjo,0774-21-2911,Japanese,Weekdays 8:30-17:15,602-8572,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,山城南保健所,Yamashiro Minami Hokenjo,0774-72-0981,Japanese,Weekdays 8:30-17:15,602-8573,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,南丹保健所,Nantan Hokenjo,0771-62-2979,Japanese,Weekdays 8:30-17:15,602-8574,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,中丹西保健所,Chuu Tan Nishi Hokenjo,0773-22-6381,Japanese,Weekdays 8:30-17:15,602-8575,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,中丹東保健所,Chuu Tan Higashi Hokenjo,0773-75-0806,Japanese,Weekdays 8:30-17:15,602-8576,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
京都府,Kyoto,丹後保健所,Tango Hokenjo,0772-62-4312,Japanese,Weekdays 8:30-17:15,602-8577,京都市上京区下立売通新町西入薮ノ内町,http://www.pref.kyoto.jp/kentai/news/novelcoronavirus.html,
大阪府,Osaka,大阪市保健所,Oosaka Shi Hokenjo,06-6647-0641,Japanese,Every day 24 hours,540-8570,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,大阪府池田保健所,Oosaka Fu Ikeda Hokenjo,06-7166-9911,Japanese,Every day 24 hours,540-8571,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,堺市保健所,Sakai Shi Hokenjo,072-228-0239,Japanese,Every day 24 hours,540-8580,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,高槻市保健所,Takatsuki Shi Hokenjo,072-661-9335,Japanese,Every day 24 hours,540-8581,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,東大阪市保健所,Higashioosaka Shi Hokenjo,072-963-9393,Japanese,Every day 24 hours,540-8582,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,豊中市保健所,Toyonaka Shi Hokenjo,06-6151-2603,Japanese,Every day 24 hours,540-8583,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,枚方市健康部,Hirakata Shi Kenkou Bu,072-841-1326,Japanese,Every day 24 hours,540-8584,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,八尾市保健所,Yao Shi Hokenjo,072-994-0668,Japanese,Every day 24 hours,540-8585,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,寝屋川市保健所,Neyagawa Shi Hokenjo,072-829-8455,Japanese,Every day 24 hours,540-8586,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
大阪府,Osaka,吹田市保健所,Suita Shi Hokenjo,06-6339-2225,Japanese,Every day 24 hours,540-8587,大阪市中央区大手前2丁目,http://www.pref.osaka.lg.jp/iryo/osakakansensho/corona-denwa.html,
兵庫県,Hyogo,神戸市保健所,Kobe Shi Hokenjo,078-322-6829,Japanese,Every day 24 hours,650-8567,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,芦屋健康福祉事務所,Ashiya Kenkou Fukushi Jimusho,0797-32-0707,Japanese,Weekdays 9:00-17:30,650-8568,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,宝塚健康福祉事務所,Takaraduka Kenkou Fukushi Jimusho,0797-62-7304,Japanese,Weekdays 9:00-17:30,650-8569,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,伊丹健康福祉事務所,Itami Kenkou Fukushi Jimusho,072-785-9437,Japanese,Weekdays 9:00-17:30,650-8570,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,加古川健康福祉事務所,Kakogawa Kenkou Fukushi Jimusho,079-422-0002,Japanese,Weekdays 9:00-17:30,650-8571,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,加東健康福祉事務所,Katoh Kenkou Fukushi Jimusho,0795-42-9436,Japanese,Weekdays 9:00-17:30,650-8572,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,中播磨健康福祉事務所,Nakaharima Kenkou Fukushi Jimusho,0790-22-1234,Japanese,Weekdays 9:00-17:30,650-8573,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,龍野健康福祉事務所,Takino Kenkou Fukushi Jimusho,0791-63-5140,Japanese,Weekdays 9:00-17:30,650-8574,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,赤穂健康福祉事務所,Akoh Kenkou Fukushi Jimusho,0791-43-2321,Japanese,Weekdays 9:00-17:30,650-8575,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,豊岡健康福祉事務所,Toyooka Kenkou Fukushi Jimusho,0796-26-3660,Japanese,Weekdays 9:00-17:30,650-8576,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,朝来健康福祉事務所,Asago Kenkou Fukushi Jimusho,079-672-0555,Japanese,Weekdays 9:00-17:30,650-8577,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,丹波健康福祉事務所,Tanba Kenkou Fukushi Jimusho,0795-73-3765,Japanese,Weekdays 9:00-17:30,650-8578,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,洲本健康福祉事務所,Sumoto Kenkou Fukushi Jimusho,0799-26-2062,Japanese,Weekdays 9:00-17:30,650-8579,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,兵庫県休日・夜間コールセンター,Hyogo Call Center,078-362-9980,Japanese,"Weekdays 17:30-9:00
Weekends, Holidays",650-8580,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,姫路市保健所,Himeji shi Hokenjo,079-289-0055,Japanese,"Weekdays 8:35-19:00
Weekends, Holidays 8:35-17:20",650-8580,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,尼崎市保健所,Amagasaki shi Hokenjo,06-4869-3015,Japanese,"Weekdays 9:00-19:00
Weekends, Holidays 9:00-17:00",650-8581,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,尼崎市保健所,Amagasaki shi Hokenjo,06-6489-6900,Japanese,"Weekdays 19:00-9:00
Weekends, Holidays 17:00-9:00",650-8582,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
兵庫県,Hyogo,西宮市保健所,Nishinomiya shi Hokenjo,0798-26-2240,Japanese,Every day 8:45-19:00,650-8582,兵庫県神戸市中央区下山手通5丁目10番1号,https://web.pref.hyogo.lg.jp/kf16/singatakorona.html,
